question_id,ctchat,m3d,med3dvlm,medevalkit,medgemma,merlin,radfm,vila_m3_vista3d
valid_1301_a_1.nii.gz::0,0.33,0.66,0.00,0.00,0.33,0.66,0.00,0.00
valid_1301_a_1.nii.gz::1,0.33,0.66,0.66,0.00,0.00,0.33,0.00,0.00
valid_1302_a_1.nii.gz::0,1.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_1302_a_1.nii.gz::1,0.00,0.00,0.66,0.00,1.00,1.00,0.00,0.00
valid_1302_a_1.nii.gz::2,1.00,1.00,0.33,1.00,0.00,1.00,1.00,0.00
valid_1303_a_1.nii.gz::0,0.66,0.33,0.66,1.00,0.66,0.00,0.00,0.00
valid_1303_a_1.nii.gz::1,1.00,0.00,0.33,1.00,1.00,0.33,0.00,1.00
valid_1303_a_1.nii.gz::2,0.33,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_1303_a_1.nii.gz::3,0.00,0.33,0.33,0.00,1.00,0.00,1.00,0.66
valid_1303_a_1.nii.gz::4,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_1303_a_1.nii.gz::5,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_1303_a_1.nii.gz::6,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_1303_a_1.nii.gz::7,0.66,0.00,0.00,0.00,1.00,0.00,0.66,0.00
valid_1303_a_1.nii.gz::8,1.00,0.00,0.00,1.00,1.00,0.66,0.00,0.00
valid_1304_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1304_a_1.nii.gz::1,1.00,0.33,0.00,0.33,0.33,0.00,0.00,0.00
valid_1304_a_1.nii.gz::2,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_130_a_1.nii.gz::0,0.00,0.00,0.33,0.00,0.00,1.00,0.00,1.00
valid_130_a_1.nii.gz::1,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_130_a_1.nii.gz::2,0.00,0.00,0.66,0.00,0.00,0.00,1.00,0.00
valid_130_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33
valid_130_a_1.nii.gz::4,0.00,0.00,0.00,0.66,1.00,0.00,0.00,0.00
valid_130_a_1.nii.gz::5,1.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00
valid_130_a_1.nii.gz::6,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.66
valid_130_a_1.nii.gz::7,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_130_a_1.nii.gz::8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_130_a_1.nii.gz::9,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00
valid_131_a_1.nii.gz::0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_131_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_131_a_1.nii.gz::2,0.00,0.00,0.33,1.00,1.00,1.00,1.00,0.00
valid_131_a_1.nii.gz::3,1.00,0.00,0.33,1.00,0.00,0.00,1.00,0.00
valid_131_a_1.nii.gz::4,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_131_a_1.nii.gz::5,0.00,0.00,0.66,0.00,0.00,0.00,0.33,0.00
valid_131_a_1.nii.gz::6,0.00,0.00,0.00,0.00,1.00,0.00,0.33,0.00
valid_131_a_1.nii.gz::7,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
valid_132_a_1.nii.gz::0,1.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00
valid_132_a_1.nii.gz::1,1.00,0.33,0.00,0.00,0.66,0.33,0.00,0.00
valid_132_a_1.nii.gz::2,0.00,0.00,0.66,1.00,1.00,0.00,0.00,0.00
valid_132_a_1.nii.gz::3,1.00,1.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_132_a_1.nii.gz::4,1.00,0.00,0.33,0.33,0.00,0.00,0.33,0.00
valid_132_a_1.nii.gz::5,0.33,0.00,1.00,0.66,0.33,0.66,0.00,0.00
valid_133_a_1.nii.gz::0,1.00,0.33,0.00,1.00,1.00,1.00,1.00,1.00
valid_133_a_1.nii.gz::1,1.00,0.66,0.33,1.00,1.00,1.00,1.00,1.00
valid_134_a_1.nii.gz::0,0.00,0.00,0.33,1.00,1.00,1.00,1.00,1.00
valid_134_a_1.nii.gz::1,0.33,0.00,0.66,0.00,0.33,0.00,0.00,0.00
valid_134_a_1.nii.gz::2,0.00,0.00,0.66,0.66,0.00,0.00,0.00,0.33
valid_134_a_1.nii.gz::3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_134_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_134_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_134_a_1.nii.gz::6,0.00,0.00,0.33,0.00,1.00,1.00,1.00,0.00
valid_134_a_1.nii.gz::7,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
valid_134_a_1.nii.gz::8,1.00,0.00,0.66,0.33,0.00,1.00,0.00,0.00
valid_134_a_1.nii.gz::9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_135_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_135_a_1.nii.gz::1,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00
valid_135_a_1.nii.gz::2,1.00,0.00,0.33,1.00,0.00,0.00,1.00,1.00
valid_135_a_1.nii.gz::3,1.00,1.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_135_a_1.nii.gz::4,1.00,0.00,0.66,1.00,1.00,0.00,0.00,0.33
valid_135_a_1.nii.gz::5,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_135_a_1.nii.gz::6,1.00,1.00,0.33,1.00,1.00,0.00,1.00,0.66
valid_136_a_1.nii.gz::0,1.00,0.33,0.66,1.00,1.00,0.00,1.00,0.00
valid_136_a_1.nii.gz::1,1.00,0.33,0.66,1.00,0.00,0.00,0.00,0.66
valid_136_a_1.nii.gz::2,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00
valid_136_a_1.nii.gz::3,1.00,1.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_136_a_1.nii.gz::4,1.00,0.33,0.00,1.00,1.00,1.00,0.00,0.00
valid_136_a_1.nii.gz::5,1.00,0.33,0.66,1.00,1.00,1.00,1.00,0.00
valid_136_a_1.nii.gz::6,1.00,0.33,0.33,1.00,1.00,1.00,0.00,0.00
valid_136_a_1.nii.gz::7,0.00,1.00,0.33,0.66,1.00,0.00,0.00,0.00
valid_136_a_1.nii.gz::8,0.00,0.00,0.66,1.00,1.00,0.00,0.00,0.00
valid_136_a_1.nii.gz::9,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
valid_137_a_1.nii.gz::0,0.00,0.66,0.66,0.33,0.00,0.66,0.00,0.00
valid_138_a_1.nii.gz::0,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00
valid_138_a_1.nii.gz::1,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
valid_138_a_1.nii.gz::2,0.00,0.00,0.33,1.00,1.00,1.00,1.00,1.00
valid_138_a_1.nii.gz::3,0.66,0.00,0.66,1.00,1.00,0.00,0.00,0.00
valid_138_a_1.nii.gz::4,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00
valid_138_a_1.nii.gz::5,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00
valid_138_a_1.nii.gz::6,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.66
valid_138_a_1.nii.gz::7,0.66,1.00,0.33,1.00,1.00,1.00,1.00,0.00
valid_139_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_139_a_1.nii.gz::1,0.00,0.33,1.00,0.00,1.00,0.00,0.00,0.00
valid_139_a_1.nii.gz::2,1.00,0.33,0.33,1.00,1.00,0.33,0.00,1.00
valid_139_a_1.nii.gz::3,1.00,0.66,0.00,1.00,1.00,1.00,1.00,1.00
valid_13_a_1.nii.gz::0,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_13_a_1.nii.gz::1,1.00,0.00,0.66,1.00,0.00,0.00,0.00,0.00
valid_13_a_1.nii.gz::2,1.00,0.00,0.00,1.00,1.00,0.33,0.66,0.00
valid_13_a_1.nii.gz::3,0.66,0.66,0.33,1.00,0.00,0.00,0.00,1.00
valid_13_a_1.nii.gz::4,1.00,0.66,0.33,1.00,0.00,1.00,0.66,1.00
valid_140_a_1.nii.gz::0,0.33,0.00,0.66,0.33,0.00,0.00,0.00,0.00
valid_140_a_1.nii.gz::1,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_140_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_140_a_1.nii.gz::3,1.00,0.00,0.66,1.00,0.00,0.00,0.00,0.00
valid_140_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_140_a_1.nii.gz::5,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00
valid_140_a_1.nii.gz::6,1.00,0.33,0.00,0.00,1.00,0.00,1.00,1.00
valid_140_a_1.nii.gz::7,1.00,0.33,0.00,1.00,1.00,0.00,1.00,1.00
valid_140_a_1.nii.gz::8,1.00,0.33,0.66,0.00,0.00,0.00,0.00,0.00
valid_141_a_1.nii.gz::0,1.00,0.33,0.66,1.00,1.00,1.00,0.00,0.00
valid_141_a_1.nii.gz::1,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00
valid_141_a_1.nii.gz::2,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00
valid_141_a_1.nii.gz::3,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00
valid_141_a_1.nii.gz::4,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00
valid_141_a_1.nii.gz::5,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00
valid_142_a_1.nii.gz::0,1.00,0.66,0.66,0.00,0.33,0.66,1.00,0.00
valid_142_a_1.nii.gz::1,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_142_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00
valid_142_a_1.nii.gz::3,1.00,0.00,0.33,1.00,1.00,0.66,1.00,1.00
valid_143_a_1.nii.gz::0,1.00,0.00,0.33,1.00,0.00,0.66,0.00,0.00
valid_143_a_1.nii.gz::1,1.00,0.00,0.33,0.66,0.33,0.00,0.00,0.00
valid_143_a_1.nii.gz::2,1.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_143_a_1.nii.gz::3,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00
valid_143_a_1.nii.gz::4,1.00,0.00,0.00,0.66,0.66,0.66,0.33,0.00
valid_144_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_144_a_1.nii.gz::1,0.00,0.00,0.33,1.00,1.00,0.33,0.00,0.00
valid_144_a_1.nii.gz::2,0.00,0.00,0.33,0.00,0.00,0.66,0.00,0.00
valid_144_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_144_a_1.nii.gz::4,0.33,0.33,0.66,0.00,0.00,0.00,0.00,0.00
valid_144_a_1.nii.gz::5,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.33
valid_144_a_1.nii.gz::6,0.66,0.00,0.00,0.66,0.00,0.66,0.00,0.00
valid_144_a_1.nii.gz::7,0.33,0.33,0.33,0.00,0.66,0.00,1.00,0.00
valid_144_a_1.nii.gz::8,1.00,0.33,0.66,0.00,0.00,0.00,0.00,1.00
valid_145_a_1.nii.gz::0,1.00,1.00,0.33,0.00,0.00,1.00,0.00,0.00
valid_145_a_1.nii.gz::1,0.33,0.66,0.66,0.00,0.33,0.66,0.33,0.00
valid_145_a_1.nii.gz::2,1.00,1.00,0.33,1.00,1.00,0.66,1.00,1.00
valid_146_a_1.nii.gz::0,1.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00
valid_146_a_1.nii.gz::1,1.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00
valid_147_a_1.nii.gz::0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_147_a_1.nii.gz::1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_147_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_147_a_1.nii.gz::3,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00
valid_147_a_1.nii.gz::4,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
valid_147_a_1.nii.gz::5,1.00,1.00,1.00,1.00,1.00,0.33,1.00,0.33
valid_147_a_1.nii.gz::6,1.00,1.00,0.66,1.00,1.00,0.00,1.00,1.00
valid_147_a_1.nii.gz::7,0.33,0.33,0.66,0.00,0.00,0.00,1.00,0.00
valid_148_a_1.nii.gz::0,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_148_a_1.nii.gz::1,1.00,1.00,0.33,0.00,1.00,1.00,1.00,1.00
valid_148_a_1.nii.gz::2,1.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00
valid_148_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_148_a_1.nii.gz::4,1.00,0.66,1.00,1.00,1.00,0.66,0.66,0.66
valid_148_a_1.nii.gz::5,0.33,0.66,0.66,1.00,1.00,0.00,0.00,0.33
valid_148_a_1.nii.gz::6,0.66,1.00,0.66,0.66,1.00,1.00,1.00,1.00
valid_149_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_149_a_1.nii.gz::1,0.33,0.00,0.66,0.00,0.66,0.00,0.33,0.00
valid_149_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_149_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.33,0.00,1.00,0.66
valid_149_a_1.nii.gz::4,1.00,1.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_149_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_149_a_1.nii.gz::6,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_149_a_1.nii.gz::7,0.66,0.00,0.00,0.66,0.00,0.00,0.33,0.00
valid_149_a_1.nii.gz::8,0.33,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_14_a_1.nii.gz::0,1.00,1.00,1.00,0.33,0.66,0.66,0.66,0.00
valid_14_a_1.nii.gz::1,0.66,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_14_a_1.nii.gz::2,1.00,0.33,1.00,1.00,1.00,0.00,1.00,1.00
valid_14_a_1.nii.gz::3,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_14_a_1.nii.gz::4,0.00,1.00,0.00,0.66,0.66,0.00,0.00,0.00
valid_14_a_1.nii.gz::5,0.66,0.00,0.66,0.00,1.00,0.33,0.66,0.00
valid_14_a_1.nii.gz::6,1.00,0.66,0.00,0.33,0.00,0.00,0.00,0.00
valid_150_a_1.nii.gz::0,0.33,0.33,0.33,0.66,0.00,0.00,0.00,1.00
valid_150_a_1.nii.gz::1,0.00,0.33,0.00,0.00,0.66,0.00,0.66,0.00
valid_150_a_1.nii.gz::2,0.00,1.00,0.00,1.00,0.33,0.66,0.00,0.66
valid_150_a_1.nii.gz::3,0.00,0.33,0.66,0.00,0.00,0.00,0.00,0.00
valid_150_a_1.nii.gz::4,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_151_a_1.nii.gz::0,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00
valid_151_a_1.nii.gz::1,1.00,0.00,0.66,1.00,0.00,0.00,0.00,0.00
valid_151_a_1.nii.gz::2,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_151_a_1.nii.gz::3,0.00,0.00,0.66,0.00,,1.00,0.00,0.00
valid_151_a_1.nii.gz::4,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
valid_151_a_1.nii.gz::5,0.00,0.00,0.33,0.00,,0.00,0.00,0.00
valid_151_a_1.nii.gz::6,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
valid_151_a_1.nii.gz::7,0.00,0.00,0.66,0.00,,0.00,0.66,0.00
valid_151_a_1.nii.gz::8,0.00,0.33,0.00,0.33,,0.00,0.00,0.00
valid_151_b_1.nii.gz::0,0.00,0.00,0.33,0.66,0.00,0.00,0.00,0.00
valid_151_b_1.nii.gz::1,0.00,1.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_151_b_1.nii.gz::2,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_151_b_1.nii.gz::3,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_151_b_1.nii.gz::4,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00
valid_151_b_1.nii.gz::5,1.00,1.00,0.33,1.00,0.66,0.00,1.00,1.00
valid_151_b_1.nii.gz::6,1.00,0.00,0.33,0.00,0.00,0.00,0.00,1.00
valid_151_b_1.nii.gz::7,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_151_b_1.nii.gz::8,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
valid_151_c_1.nii.gz::0,0.00,0.33,0.66,0.00,0.00,0.00,0.00,0.00
valid_151_c_1.nii.gz::1,0.00,0.33,0.66,0.00,0.00,0.00,0.00,0.66
valid_151_c_1.nii.gz::2,1.00,1.00,0.33,1.00,0.00,0.00,0.66,0.00
valid_151_c_1.nii.gz::3,1.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00
valid_151_c_1.nii.gz::4,0.00,0.33,0.66,0.00,0.00,0.00,0.00,0.00
valid_151_c_1.nii.gz::5,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00
valid_151_c_1.nii.gz::6,0.00,1.00,0.33,1.00,0.00,0.00,0.00,1.00
valid_151_c_1.nii.gz::7,0.00,0.66,0.33,0.66,1.00,0.33,1.00,0.33
valid_151_c_1.nii.gz::8,0.33,0.00,0.66,1.00,1.00,0.00,0.00,0.00
valid_152_a_1.nii.gz::0,0.66,0.00,0.00,1.00,1.00,0.33,0.00,1.00
valid_152_a_1.nii.gz::1,1.00,1.00,0.33,0.00,0.00,0.66,1.00,1.00
valid_152_a_1.nii.gz::2,1.00,1.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_152_a_1.nii.gz::3,0.00,0.00,0.66,0.00,0.00,,0.00,0.33
valid_152_a_1.nii.gz::4,0.00,0.00,0.66,0.00,0.00,0.33,0.00,0.00
valid_152_a_1.nii.gz::5,1.00,0.66,0.00,0.00,0.00,0.33,1.00,0.00
valid_152_a_1.nii.gz::6,1.00,0.66,0.00,1.00,0.00,0.66,1.00,0.66
valid_152_a_1.nii.gz::7,0.66,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_152_a_1.nii.gz::8,1.00,0.66,0.66,1.00,1.00,0.33,0.00,0.00
valid_153_a_1.nii.gz::0,0.00,0.00,0.66,0.00,0.00,0.66,0.00,0.00
valid_153_a_1.nii.gz::1,1.00,0.00,0.33,1.00,0.00,0.33,1.00,0.00
valid_153_a_1.nii.gz::2,0.00,0.00,0.33,0.00,0.00,0.66,0.00,0.33
valid_153_a_1.nii.gz::3,1.00,0.00,0.66,0.66,0.33,0.00,0.33,0.00
valid_153_a_1.nii.gz::4,1.00,0.00,0.33,1.00,1.00,0.33,0.00,0.00
valid_154_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_154_a_1.nii.gz::1,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00
valid_154_a_1.nii.gz::2,1.00,0.00,0.66,1.00,1.00,0.33,1.00,1.00
valid_155_a_1.nii.gz::0,0.00,1.00,0.33,0.00,0.00,0.33,0.00,0.00
valid_155_a_1.nii.gz::1,1.00,0.33,0.66,0.00,1.00,0.33,1.00,1.00
valid_155_a_1.nii.gz::2,0.00,1.00,1.00,1.00,1.00,0.66,1.00,1.00
valid_155_a_1.nii.gz::3,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00
valid_155_a_1.nii.gz::4,0.00,0.00,0.66,1.00,0.00,0.33,1.00,0.00
valid_155_a_1.nii.gz::5,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33
valid_155_a_1.nii.gz::6,1.00,0.00,0.00,1.00,1.00,0.33,1.00,0.00
valid_155_a_1.nii.gz::7,1.00,0.66,0.00,1.00,1.00,1.00,1.00,0.00
valid_155_a_1.nii.gz::8,1.00,0.66,0.66,1.00,1.00,1.00,1.00,1.00
valid_156_a_1.nii.gz::0,0.66,0.00,0.66,0.00,0.00,0.66,1.00,1.00
valid_156_a_1.nii.gz::1,0.33,0.66,0.66,0.00,0.00,0.00,0.33,0.00
valid_156_a_1.nii.gz::2,1.00,1.00,0.66,0.00,1.00,0.66,1.00,0.00
valid_156_a_1.nii.gz::3,0.00,0.66,0.00,0.00,0.66,0.00,0.66,0.00
valid_156_a_1.nii.gz::4,1.00,0.00,0.00,0.66,0.00,0.00,1.00,0.00
valid_157_a_1.nii.gz::0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
valid_157_a_1.nii.gz::1,0.00,0.00,0.33,0.00,0.00,0.33,1.00,0.00
valid_157_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_157_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,0.33,1.00,0.00
valid_157_a_1.nii.gz::4,0.00,0.66,0.33,0.00,1.00,1.00,0.00,1.00
valid_157_a_1.nii.gz::5,0.00,0.00,0.66,0.00,0.00,0.66,0.00,0.00
valid_157_a_1.nii.gz::6,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_158_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_158_a_1.nii.gz::1,1.00,1.00,0.33,1.00,1.00,0.33,1.00,0.33
valid_158_a_1.nii.gz::2,1.00,1.00,0.33,1.00,1.00,1.00,1.00,0.66
valid_158_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
valid_158_a_1.nii.gz::4,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
valid_158_a_1.nii.gz::5,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
valid_159_a_1.nii.gz::0,1.00,1.00,1.00,1.00,1.00,0.66,1.00,1.00
valid_159_a_1.nii.gz::1,0.00,0.33,0.66,0.00,0.00,0.00,0.00,0.00
valid_159_a_1.nii.gz::2,0.00,0.33,0.66,0.00,0.00,0.00,0.00,0.00
valid_159_a_1.nii.gz::3,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_159_a_1.nii.gz::4,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_159_a_1.nii.gz::5,0.00,1.00,0.33,1.00,1.00,0.33,1.00,1.00
valid_159_a_1.nii.gz::6,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.00
valid_159_a_1.nii.gz::7,1.00,1.00,1.00,1.00,1.00,0.33,1.00,1.00
valid_15_a_1.nii.gz::0,1.00,0.00,0.33,1.00,1.00,1.00,1.00,0.00
valid_15_a_1.nii.gz::1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_15_a_1.nii.gz::2,1.00,1.00,1.00,1.00,1.00,0.33,0.00,0.00
valid_15_a_1.nii.gz::3,0.00,0.00,0.66,1.00,1.00,0.33,1.00,0.00
valid_160_a_1.nii.gz::0,0.00,0.66,0.00,0.66,0.00,1.00,0.00,0.00
valid_160_a_1.nii.gz::1,0.00,0.00,0.66,1.00,1.00,0.00,0.00,0.00
valid_160_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_160_a_1.nii.gz::3,1.00,0.00,0.33,1.00,1.00,0.33,1.00,1.00
valid_160_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_161_a_1.nii.gz::0,1.00,1.00,1.00,1.00,0.33,0.66,0.00,1.00
valid_161_a_1.nii.gz::1,1.00,1.00,0.33,1.00,0.00,1.00,0.00,1.00
valid_161_a_1.nii.gz::2,1.00,1.00,1.00,1.00,1.00,0.66,1.00,1.00
valid_161_a_1.nii.gz::3,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
valid_161_a_1.nii.gz::4,1.00,0.00,0.66,0.00,1.00,0.33,0.00,1.00
valid_161_a_1.nii.gz::5,1.00,0.00,0.66,1.00,1.00,0.66,1.00,0.33
valid_161_a_1.nii.gz::6,1.00,1.00,0.00,0.00,1.00,0.33,1.00,0.00
valid_161_a_1.nii.gz::7,0.33,0.00,0.00,0.66,0.00,0.66,0.00,0.00
valid_161_a_1.nii.gz::8,1.00,1.00,0.00,1.00,0.00,0.66,1.00,1.00
valid_161_a_1.nii.gz::9,0.00,1.00,0.33,1.00,0.00,0.66,0.00,1.00
valid_162_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_162_a_1.nii.gz::1,0.00,1.00,1.00,0.00,0.00,0.33,0.00,0.00
valid_162_a_1.nii.gz::2,1.00,0.00,0.00,1.00,1.00,0.66,1.00,1.00
valid_162_a_1.nii.gz::3,0.33,1.00,0.66,1.00,0.66,0.00,0.00,1.00
valid_162_b_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
valid_162_b_1.nii.gz::1,1.00,0.00,1.00,0.00,1.00,0.33,1.00,1.00
valid_162_b_1.nii.gz::2,0.66,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_162_b_1.nii.gz::3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_162_b_1.nii.gz::4,1.00,0.00,1.00,1.00,1.00,0.33,0.00,0.66
valid_162_b_1.nii.gz::5,0.00,0.66,0.00,0.33,1.00,0.66,0.33,0.66
valid_162_b_1.nii.gz::6,1.00,0.66,0.00,1.00,1.00,0.33,1.00,1.00
valid_163_a_1.nii.gz::0,0.33,1.00,0.00,0.00,0.00,0.00,0.66,0.33
valid_163_a_1.nii.gz::1,1.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_163_a_1.nii.gz::2,0.00,0.00,0.33,1.00,0.00,0.00,0.00,0.00
valid_163_a_1.nii.gz::3,0.00,0.33,1.00,1.00,0.00,0.00,0.00,0.33
valid_163_a_1.nii.gz::4,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_163_a_1.nii.gz::5,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_163_a_1.nii.gz::6,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_163_a_1.nii.gz::7,0.33,0.33,0.00,0.00,0.33,0.00,0.66,0.00
valid_163_a_1.nii.gz::8,0.00,0.33,0.00,0.00,0.00,0.66,0.00,0.00
valid_163_a_1.nii.gz::9,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_163_b_1.nii.gz::0,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00
valid_163_b_1.nii.gz::1,1.00,0.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_163_b_1.nii.gz::2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
